Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       4/49          std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [165]
-----------------------------------------------
                0.00    0.00       6/6           main [1]
[98]     0.0    0.00    0.00       6         frame_dummy [98]
                0.00    0.00       1/1           std::ctype<char>::do_widen(char) const [253]
-----------------------------------------------
                0.00    0.00       1/7253258     mlx::model_io::PhysicalMux::snapshot() const [251]
                0.00    0.00  182262/7253258     mlx::model_io::PhysicalMux::idle() const [125]
                0.00    0.00 1546378/7253258     mlx::model_io::PhysicalMux::advance(unsigned long) [18]
                0.00    0.00 2473538/7253258     mlx::model_io::PhysicalMux::checked_response() const [112]
                0.00    0.00 3051079/7253258     mlx::model_io::PhysicalMux::Channel::advance(unsigned long) [29]
[104]    0.0    0.00    0.00 7253258         mlx::model_system::PhysicalMemory::response() const [104]
                0.00    0.00 7253258/7253258     mlx::model_io::QueuedPhysicalPort::response() const [105]
-----------------------------------------------
                0.00    0.00 7253258/7253258     mlx::model_system::PhysicalMemory::response() const [104]
[105]    0.0    0.00    0.00 7253258         mlx::model_io::QueuedPhysicalPort::response() const [105]
-----------------------------------------------
                0.00    0.00       1/5762824     mlx::model_system::PhysicalMemory::PhysicalMemory(mlx::model_storage::Arena, mlx::model_system::MemoryOptions) [233]
                0.00    0.00       2/5762824     mlx::model_system::(anonymous namespace)::Runner::open_window(mlx::model_system::(anonymous namespace)::Task&) [74]
                0.00    0.00       3/5762824     mlx::model_system::PhysicalMemory::require_initialized(mlx::tensor_model::Tensor const&) const [75]
                0.00    0.00       4/5762824     mlx::model_system::(anonymous namespace)::broadcast(unsigned long, std::vector<long, std::allocator<long> > const&, std::vector<long, std::allocator<long> > const&) [96]
                0.00    0.00       4/5762824     mlx::model_system::(anonymous namespace)::references(Json::Value const&, std::set<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [93]
                0.00    0.00       4/5762824     mlx::model_system::MemoryOptions::parse(Json::Value const&) [232]
                0.00    0.00       5/5762824     main [1]
                0.00    0.00       6/5762824     mlx::model_system::(anonymous namespace)::ref(Json::Value const&, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, mlx::tensor_model::Tensor, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> > > const&) [189]
                0.00    0.00       8/5762824     mlx::model_system::(anonymous namespace)::Runner::start(unsigned int) [65]
                0.00    0.00      18/5762824     mlx::model_system::(anonymous namespace)::Runner::load_pipelines(Json::Value const&) [86]
                0.00    0.00      21/5762824     mlx::model_system::(anonymous namespace)::Runner::finish(unsigned int) [67]
                0.00    0.00      31/5762824     mlx::model_system::PhysicalMemory::bind(mlx::tensor_model::Tensor const&, mlx::tensor_model::Tensor const&, bool) [72]
                0.00    0.00      34/5762824     mlx::model_system::(anonymous namespace)::Runner::Runner(Json::Value const&, Json::Value const&) [43]
                0.00    0.00   11354/5762824     mlx::model_system::(anonymous namespace)::Runner::readback(mlx::tensor_model::Tensor const&) [59]
                0.00    0.00  182264/5762824     mlx::model_system::PhysicalMemory::collect() [124]
                0.00    0.00 2475278/5762824     mlx::model_system::PhysicalMemory::advance(unsigned long) [17]
                0.00    0.00 3093787/5762824     mlx::model_system::execute_ready_graph(Json::Value const&, Json::Value const&, std::filesystem::__cxx11::path const&) [2]
[106]    0.0    0.00    0.00 5762824         mlx::tensor_model::require(bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [106]
-----------------------------------------------
                0.00    0.00   86162/5275240     mlx::matrix_schedule::Simulator::Impl::tick() [5]
                0.00    0.00 5189078/5275240     mlx::vector_schedule::Simulator::Impl::tick() [3]
[107]    0.0    0.00    0.00 5275240         mlx::shared_array::Resources::issue_ready(unsigned int) const [107]
-----------------------------------------------
                0.00    0.00 1524026/4354727     mlx::vector_schedule::Simulator::Impl::tick() [3]
                0.00    0.00 2830701/4354727     mlx::matrix_schedule::Simulator::Impl::tick() [5]
[108]    0.0    0.00    0.00 4354727         mlx::shared_array::Resources::unit_owned_by(mlx::shared_array::Unit, unsigned long, unsigned int) const [108]
-----------------------------------------------
                0.00    0.00 4175770/4175770     mlx::matrix_schedule::Simulator::Impl::tick() [5]
[109]    0.0    0.00    0.00 4175770         mlx::matrix_schedule::(anonymous namespace)::check(bool, char const*) [109]
-----------------------------------------------
                0.00    0.00   10320/3051079     mlx::model_system::(anonymous namespace)::Runner::readback(mlx::tensor_model::Tensor const&) [59]
                0.00    0.00   40864/3051079     mlx::control_schedule::Simulator::Impl::step() [55]
                0.00    0.00 1494381/3051079     mlx::matrix_schedule::Simulator::Impl::tick() [5]
                0.00    0.00 1505514/3051079     mlx::vector_schedule::Simulator::Impl::tick() [3]
[110]    0.0    0.00    0.00 3051079         mlx::model_io::AddressSpacePort::advance(unsigned long) [110]
-----------------------------------------------
                0.00    0.00 3011028/3011028     mlx::model_system::execute_ready_graph(Json::Value const&, Json::Value const&, std::filesystem::__cxx11::path const&) [2]
[111]    0.0    0.00    0.00 3011028         mlx::vector_schedule::Simulator::done() const [111]
-----------------------------------------------
                0.00    0.00      80/2473538     mlx::model_io::PhysicalMux::advance(unsigned long) [18]
                0.00    0.00  152592/2473538     mlx::model_io::PhysicalMux::response(unsigned long) const [136]
                0.00    0.00  152592/2473538     mlx::model_io::PhysicalMux::ready(unsigned long) const [135]
                0.00    0.00  152637/2473538     mlx::model_io::PhysicalMux::Channel::advance(unsigned long) [29]
                0.00    0.00  306395/2473538     mlx::model_io::PhysicalMux::Channel::request_ready() const [123]
                0.00    0.00 1709242/2473538     mlx::model_io::PhysicalMux::Channel::response() const [35]
[112]    0.0    0.00    0.00 2473538         mlx::model_io::PhysicalMux::checked_response() const [112]
                0.00    0.00 2473538/7253258     mlx::model_system::PhysicalMemory::response() const [104]
-----------------------------------------------
                0.00    0.00 1556698/1556698     mlx::model_system::PhysicalMemory::advance(unsigned long) [17]
[113]    0.0    0.00    0.00 1556698         mlx::model_io::QueuedPhysicalPort::advance(unsigned long) [113]
-----------------------------------------------
                0.00    0.00 1556698/1556698     mlx::model_system::PhysicalMemory::advance(unsigned long) [17]
[114]    0.0    0.00    0.00 1556698         mlx::model_io::QueuedPhysicalPort::request_valid() const [114]
-----------------------------------------------
                0.00    0.00       2/1546382     mlx::model_system::(anonymous namespace)::Runner::readback(mlx::tensor_model::Tensor const&) [59]
                0.00    0.00 1546380/1546382     mlx::model_system::execute_ready_graph(Json::Value const&, Json::Value const&, std::filesystem::__cxx11::path const&) [2]
[115]    0.0    0.00    0.00 1546382         mlx::model_system::PhysicalMemory::idle() const [115]
-----------------------------------------------
                0.00    0.00 1505513/1505513     mlx::vector_schedule::Simulator::Impl::tick() [3]
[116]    0.0    0.00    0.00 1505513         void std::__introsort_loop<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<mlx::vector_schedule::Simulator::Impl::priority() const::{lambda(unsigned int, unsigned int)#1}> >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<mlx::vector_schedule::Simulator::Impl::priority() const::{lambda(unsigned int, unsigned int)#1}>) [116]
-----------------------------------------------
                0.00    0.00      61/1500441     mlx::matrix_schedule::Simulator::Impl::tick() [5]
                0.00    0.00 1500380/1500441     mlx::vector_schedule::Simulator::Impl::tick() [3]
[117]    0.0    0.00    0.00 1500441         mlx::model_events::PairFlow::admission_ready(unsigned long) const [117]
-----------------------------------------------
                0.00    0.00 1494381/1494381     mlx::model_system::execute_ready_graph(Json::Value const&, Json::Value const&, std::filesystem::__cxx11::path const&) [2]
[118]    0.0    0.00    0.00 1494381         mlx::matrix_schedule::Simulator::tick() [118]
-----------------------------------------------
                0.00    0.00       2/516166      mlx::model_system::(anonymous namespace)::Runner::readback(mlx::tensor_model::Tensor const&) [59]
                0.00    0.00  182264/516166      mlx::model_system::PhysicalMemory::collect() [124]
                0.00    0.00  333900/516166      mlx::model_system::execute_ready_graph(Json::Value const&, Json::Value const&, std::filesystem::__cxx11::path const&) [2]
[119]    0.0    0.00    0.00  516166         mlx::model_io::QueuedPhysicalPort::idle() const [119]
-----------------------------------------------
                0.00    0.00   24640/461440      mlx::matrix_schedule::Simulator::Impl::complete_instruction(mlx::matrix_schedule::(anonymous namespace)::PendingInstruction&, char const*) [61]
                0.00    0.00  148480/461440      mlx::matrix_schedule::Simulator::Impl::dma_event(char const*, mlx::matrix_schedule::(anonymous namespace)::PendingDMA const&) [138]
                0.00    0.00  288320/461440      mlx::matrix_schedule::Simulator::Impl::tick() [5]
[120]    0.0    0.00    0.00  461440         mlx::matrix_schedule::Simulator::Impl::event(char const*, unsigned int, char const*, unsigned int) [120]
-----------------------------------------------
                0.00    0.00    1032/458987      mlx::model_system::(anonymous namespace)::Runner::readback(mlx::tensor_model::Tensor const&) [59]
